Character,Season,Day,Weather,CC_Completed,BFF_6PlusHearts,Spouse,Start,End,Location
Elliott,Fall,Saturday,Nice,No,Yes,No,1/1/2000 11:30,1/1/2000 18:00,Cindersap Forest
Elliott,Fall,Saturday,Nice,No,Yes,No,1/1/2000 18:00,1/2/2000 0:00,Home
Elliott,Fall,Saturday,Nice,Yes,Yes,No,1/1/2000 6:00,1/1/2000 11:30,Home
Elliott,Fall,Saturday,Nice,Yes,Yes,No,1/1/2000 11:30,1/1/2000 18:00,Cindersap Forest
Elliott,Fall,Saturday,Nice,Yes,Yes,No,1/1/2000 18:00,1/2/2000 0:00,Home
Elliott,Fall,Saturday,Nice,No,No,No,1/1/2000 6:00,1/1/2000 11:30,Home
Elliott,Fall,Saturday,Nice,No,No,No,1/1/2000 11:30,1/1/2000 18:00,Cindersap Forest
Elliott,Fall,Saturday,Nice,No,No,No,1/1/2000 18:00,1/2/2000 0:00,Home
Elliott,Fall,Sunday,Nice,No,Yes,No,1/1/2000 6:00,1/1/2000 11:30,Home
Elliott,Fall,Sunday,Nice,No,Yes,No,1/1/2000 11:30,1/1/2000 18:00,Cindersap Forest
Elliott,Fall,Sunday,Nice,No,Yes,No,1/1/2000 18:00,1/2/2000 0:00,Home
Elliott,Fall,Sunday,Nice,Yes,Yes,No,1/1/2000 6:00,1/1/2000 11:30,Home
Elliott,Fall,Sunday,Nice,Yes,Yes,No,1/1/2000 11:30,1/1/2000 18:00,Cindersap Forest
Elliott,Fall,Sunday,Nice,Yes,Yes,No,1/1/2000 18:00,1/2/2000 0:00,Home
Elliott,Fall,Sunday,Nice,Yes,No,No,1/1/2000 6:00,1/1/2000 11:00,Home
Elliott,Fall,Sunday,Nice,Yes,No,No,1/1/2000 11:00,1/1/2000 17:00,Beach
Elliott,Fall,Sunday,Nice,Yes,No,No,1/1/2000 17:00,1/1/2000 23:40,Saloon
Elliott,Fall,Sunday,Nice,Yes,No,No,1/1/2000 23:40,1/2/2000 0:00,Home
Elliott,Fall,Sunday,Nice,No,No,No,1/1/2000 6:00,1/1/2000 11:00,Home
Elliott,Fall,Sunday,Nice,No,No,No,1/1/2000 11:00,1/1/2000 17:00,Beach
Elliott,Fall,Sunday,Nice,No,No,No,1/1/2000 17:00,1/1/2000 23:40,Saloon
Elliott,Fall,Sunday,Nice,No,No,No,1/1/2000 23:40,1/2/2000 0:00,Home
Elliott,Winter,Monday,Raining,Yes,No,No,1/1/2000 6:00,1/2/2000 0:00,Home
Elliott,Winter,Monday,Raining,No,Yes,No,1/1/2000 6:00,1/2/2000 0:00,Home
Elliott,Winter,Monday,Raining,Yes,Yes,No,1/1/2000 6:00,1/2/2000 0:00,Home
Elliott,Winter,Monday,Raining,No,No,No,1/1/2000 6:00,1/2/2000 0:00,Home
Elliott,Winter,Tuesday,Raining,Yes,No,No,1/1/2000 6:00,1/2/2000 0:00,Home
Elliott,Winter,Tuesday,Raining,No,Yes,No,1/1/2000 6:00,1/2/2000 0:00,Home
Elliott,Winter,Tuesday,Raining,Yes,Yes,No,1/1/2000 6:00,1/2/2000 0:00,Home
Elliott,Winter,Tuesday,Raining,No,No,No,1/1/2000 6:00,1/2/2000 0:00,Home
Elliott,Winter,Wednesday,Raining,Yes,No,No,1/1/2000 6:00,1/2/2000 0:00,Home
Elliott,Winter,Wednesday,Raining,No,Yes,No,1/1/2000 6:00,1/2/2000 0:00,Home
Elliott,Winter,Wednesday,Raining,Yes,Yes,No,1/1/2000 6:00,1/2/2000 0:00,Home
Elliott,Winter,Wednesday,Raining,No,No,No,1/1/2000 6:00,1/2/2000 0:00,Home
Elliott,Winter,Thursday,Raining,Yes,No,No,1/1/2000 6:00,1/2/2000 0:00,Home
Elliott,Winter,Thursday,Raining,No,Yes,No,1/1/2000 6:00,1/2/2000 0:00,Home
Elliott,Winter,Thursday,Raining,Yes,Yes,No,1/1/2000 6:00,1/2/2000 0:00,Home
Elliott,Winter,Thursday,Raining,No,No,No,1/1/2000 6:00,1/2/2000 0:00,Home
Elliott,Winter,Friday,Raining,Yes,No,No,1/1/2000 6:00,1/2/2000 0:00,Home
Elliott,Winter,Friday,Raining,No,Yes,No,1/1/2000 6:00,1/2/2000 0:00,Home
Elliott,Winter,Friday,Raining,Yes,Yes,No,1/1/2000 6:00,1/2/2000 0:00,Home
Elliott,Winter,Friday,Raining,No,No,No,1/1/2000 6:00,1/2/2000 0:00,Home
Elliott,Winter,Saturday,Raining,Yes,No,No,1/1/2000 6:00,1/2/2000 0:00,Home
Elliott,Winter,Saturday,Raining,No,Yes,No,1/1/2000 6:00,1/2/2000 0:00,Home
Elliott,Winter,Saturday,Raining,Yes,Yes,No,1/1/2000 6:00,1/2/2000 0:00,Home
Elliott,Winter,Saturday,Raining,No,No,No,1/1/2000 6:00,1/2/2000 0:00,Home
Elliott,Winter,Sunday,Raining,Yes,No,No,1/1/2000 6:00,1/2/2000 0:00,Home
Elliott,Winter,Sunday,Raining,No,Yes,No,1/1/2000 6:00,1/2/2000 0:00,Home
Elliott,Winter,Sunday,Raining,Yes,Yes,No,1/1/2000 6:00,1/2/2000 0:00,Home
Elliott,Winter,Sunday,Raining,No,No,No,1/1/2000 6:00,1/2/2000 0:00,Home
Elliott,Winter,Monday,Raining,Yes,No,Yes,1/1/2000 6:00,1/2/2000 0:00,Home
Elliott,Winter,Monday,Raining,No,Yes,Yes,1/1/2000 6:00,1/2/2000 0:00,Home
Elliott,Winter,Monday,Raining,Yes,Yes,Yes,1/1/2000 6:00,1/2/2000 0:00,Home
Elliott,Winter,Monday,Raining,No,No,Yes,1/1/2000 6:00,1/2/2000 0:00,Home
Elliott,Winter,Tuesday,Raining,Yes,No,Yes,1/1/2000 6:00,1/2/2000 0:00,Home
Elliott,Winter,Tuesday,Raining,No,Yes,Yes,1/1/2000 6:00,1/2/2000 0:00,Home
Elliott,Winter,Tuesday,Raining,Yes,Yes,Yes,1/1/2000 6:00,1/2/2000 0:00,Home
Elliott,Winter,Tuesday,Raining,No,No,Yes,1/1/2000 6:00,1/2/2000 0:00,Home
Elliott,Winter,Wednesday,Raining,Yes,No,Yes,1/1/2000 6:00,1/2/2000 0:00,Home
Elliott,Winter,Wednesday,Raining,No,Yes,Yes,1/1/2000 6:00,1/2/2000 0:00,Home
Elliott,Winter,Wednesday,Raining,Yes,Yes,Yes,1/1/2000 6:00,1/2/2000 0:00,Home
Elliott,Winter,Wednesday,Raining,No,No,Yes,1/1/2000 6:00,1/2/2000 0:00,Home
Elliott,Winter,Thursday,Raining,Yes,No,Yes,1/1/2000 6:00,1/2/2000 0:00,Home
Elliott,Winter,Thursday,Raining,No,Yes,Yes,1/1/2000 6:00,1/2/2000 0:00,Home
Elliott,Winter,Thursday,Raining,Yes,Yes,Yes,1/1/2000 6:00,1/2/2000 0:00,Home
Elliott,Winter,Thursday,Raining,No,No,Yes,1/1/2000 6:00,1/2/2000 0:00,Home
Elliott,Winter,Friday,Raining,Yes,No,Yes,1/1/2000 6:00,1/2/2000 0:00,Home
Elliott,Winter,Friday,Raining,No,Yes,Yes,1/1/2000 6:00,1/2/2000 0:00,Home
Elliott,Winter,Friday,Raining,Yes,Yes,Yes,1/1/2000 6:00,1/2/2000 0:00,Home
Elliott,Winter,Friday,Raining,No,No,Yes,1/1/2000 6:00,1/2/2000 0:00,Home
Elliott,Winter,Saturday,Raining,Yes,No,Yes,1/1/2000 6:00,1/2/2000 0:00,Home
Elliott,Winter,Saturday,Raining,No,Yes,Yes,1/1/2000 6:00,1/2/2000 0:00,Home
Elliott,Winter,Saturday,Raining,Yes,Yes,Yes,1/1/2000 6:00,1/2/2000 0:00,Home
Elliott,Winter,Saturday,Raining,No,No,Yes,1/1/2000 6:00,1/2/2000 0:00,Home
Elliott,Winter,Sunday,Raining,Yes,No,Yes,1/1/2000 6:00,1/2/2000 0:00,Home
Elliott,Winter,Sunday,Raining,No,Yes,Yes,1/1/2000 6:00,1/2/2000 0:00,Home
Elliott,Winter,Sunday,Raining,Yes,Yes,Yes,1/1/2000 6:00,1/2/2000 0:00,Home
Elliott,Winter,Sunday,Raining,No,No,Yes,1/1/2000 6:00,1/2/2000 0:00,Home
Elliott,Winter,Monday,Nice,Yes,No,No,1/1/2000 6:00,1/1/2000 11:30,Home
Elliott,Winter,Monday,Nice,Yes,No,No,1/1/2000 11:30,1/1/2000 18:00,Cindersap Forest
Elliott,Winter,Monday,Nice,Yes,No,No,1/1/2000 18:00,1/2/2000 0:00,Home
Elliott,Winter,Monday,Nice,No,Yes,No,1/1/2000 6:00,1/1/2000 11:30,Home
Elliott,Winter,Monday,Nice,No,Yes,No,1/1/2000 11:30,1/1/2000 18:00,Cindersap Forest
Elliott,Winter,Monday,Nice,No,Yes,No,1/1/2000 18:00,1/2/2000 0:00,Home
Elliott,Winter,Monday,Nice,Yes,Yes,No,1/1/2000 6:00,1/1/2000 11:30,Home
Elliott,Winter,Monday,Nice,Yes,Yes,No,1/1/2000 11:30,1/1/2000 18:00,Cindersap Forest
Elliott,Winter,Monday,Nice,Yes,Yes,No,1/1/2000 18:00,1/2/2000 0:00,Home
Elliott,Winter,Monday,Nice,No,No,No,1/1/2000 6:00,1/1/2000 11:30,Home
Elliott,Winter,Monday,Nice,No,No,No,1/1/2000 11:30,1/1/2000 18:00,Cindersap Forest
Elliott,Winter,Monday,Nice,No,No,No,1/1/2000 18:00,1/2/2000 0:00,Home
Elliott,Winter,Tuesday,Nice,Yes,No,No,1/1/2000 6:00,1/1/2000 11:30,Home
Elliott,Winter,Tuesday,Nice,Yes,No,No,1/1/2000 11:30,1/1/2000 18:00,Cindersap Forest
Elliott,Winter,Tuesday,Nice,Yes,No,No,1/1/2000 18:00,1/2/2000 0:00,Home
Elliott,Winter,Tuesday,Nice,No,Yes,No,1/1/2000 6:00,1/1/2000 11:30,Home
Elliott,Winter,Tuesday,Nice,No,Yes,No,1/1/2000 11:30,1/1/2000 18:00,Cindersap Forest
Elliott,Winter,Tuesday,Nice,No,Yes,No,1/1/2000 18:00,1/2/2000 0:00,Home
Elliott,Winter,Tuesday,Nice,Yes,Yes,No,1/1/2000 6:00,1/1/2000 11:30,Home
Elliott,Winter,Tuesday,Nice,Yes,Yes,No,1/1/2000 11:30,1/1/2000 18:00,Cindersap Forest
Elliott,Winter,Tuesday,Nice,Yes,Yes,No,1/1/2000 18:00,1/2/2000 0:00,Home
Elliott,Winter,Tuesday,Nice,No,No,No,1/1/2000 6:00,1/1/2000 11:30,Home
Elliott,Winter,Tuesday,Nice,No,No,No,1/1/2000 11:30,1/1/2000 18:00,Cindersap Forest
Elliott,Winter,Tuesday,Nice,No,No,No,1/1/2000 18:00,1/2/2000 0:00,Home
Elliott,Winter,Wednesday,Nice,Yes,No,No,1/1/2000 6:00,1/1/2000 11:30,Home
Elliott,Winter,Wednesday,Nice,Yes,No,No,1/1/2000 11:30,1/1/2000 18:00,Cindersap Forest
Elliott,Winter,Wednesday,Nice,Yes,No,No,1/1/2000 18:00,1/2/2000 0:00,Home
Elliott,Winter,Wednesday,Nice,No,Yes,No,1/1/2000 6:00,1/1/2000 11:30,Home
Elliott,Winter,Wednesday,Nice,No,Yes,No,1/1/2000 11:30,1/1/2000 18:00,Cindersap Forest
Elliott,Winter,Wednesday,Nice,No,Yes,No,1/1/2000 18:00,1/2/2000 0:00,Home
Elliott,Winter,Wednesday,Nice,Yes,Yes,No,1/1/2000 6:00,1/1/2000 11:30,Home
Elliott,Winter,Wednesday,Nice,Yes,Yes,No,1/1/2000 11:30,1/1/2000 18:00,Cindersap Forest
Elliott,Winter,Wednesday,Nice,Yes,Yes,No,1/1/2000 18:00,1/2/2000 0:00,Home
Elliott,Winter,Wednesday,Nice,No,No,No,1/1/2000 6:00,1/1/2000 11:30,Home
Elliott,Winter,Wednesday,Nice,No,No,No,1/1/2000 11:30,1/1/2000 18:00,Cindersap Forest
Elliott,Winter,Wednesday,Nice,No,No,No,1/1/2000 18:00,1/2/2000 0:00,Home
Elliott,Winter,Thursday,Nice,No,Yes,No,1/1/2000 6:00,1/1/2000 11:30,Home
Elliott,Winter,Thursday,Nice,No,Yes,No,1/1/2000 11:30,1/1/2000 17:30,General Store
Elliott,Winter,Thursday,Nice,No,Yes,No,1/1/2000 17:30,1/2/2000 0:00,Home
Elliott,Winter,Thursday,Nice,Yes,Yes,No,1/1/2000 6:00,1/1/2000 11:30,Home
Elliott,Winter,Thursday,Nice,Yes,Yes,No,1/1/2000 11:30,1/1/2000 17:30,General Store
Elliott,Winter,Thursday,Nice,Yes,Yes,No,1/1/2000 17:30,1/2/2000 0:00,Home
Elliott,Winter,Thursday,Nice,Yes,No,No,1/1/2000 6:00,1/1/2000 11:30,Home
Elliott,Winter,Thursday,Nice,Yes,No,No,1/1/2000 11:30,1/1/2000 18:00,Cindersap Forest
Elliott,Winter,Thursday,Nice,Yes,No,No,1/1/2000 18:00,1/2/2000 0:00,Home
Elliott,Winter,Thursday,Nice,No,No,No,1/1/2000 6:00,1/1/2000 11:30,Home
Elliott,Winter,Thursday,Nice,No,No,No,1/1/2000 11:30,1/1/2000 18:00,Cindersap Forest
Elliott,Winter,Thursday,Nice,No,No,No,1/1/2000 18:00,1/2/2000 0:00,Home
Elliott,Winter,Friday,Nice,No,Yes,No,1/1/2000 6:00,1/1/2000 11:30,Home
Elliott,Winter,Friday,Nice,No,Yes,No,1/1/2000 11:30,1/1/2000 17:30,General Store
Elliott,Winter,Friday,Nice,No,Yes,No,1/1/2000 17:30,1/2/2000 0:00,Home
Elliott,Winter,Friday,Nice,Yes,Yes,No,1/1/2000 6:00,1/1/2000 11:30,Home
Elliott,Winter,Friday,Nice,Yes,Yes,No,1/1/2000 11:30,1/1/2000 17:30,General Store
Elliott,Winter,Friday,Nice,Yes,Yes,No,1/1/2000 17:30,1/2/2000 0:00,Home
Elliott,Winter,Friday,Nice,Yes,No,No,1/1/2000 6:00,1/1/2000 11:00,Home
Elliott,Winter,Friday,Nice,Yes,No,No,1/1/2000 11:00,1/1/2000 17:00,Beach
Elliott,Winter,Friday,Nice,Yes,No,No,1/1/2000 17:00,1/1/2000 23:40,Saloon
Elliott,Winter,Friday,Nice,Yes,No,No,1/1/2000 23:40,1/2/2000 0:00,Home
Elliott,Winter,Friday,Nice,No,No,No,1/1/2000 6:00,1/1/2000 11:00,Home
Elliott,Winter,Friday,Nice,No,No,No,1/1/2000 11:00,1/1/2000 17:00,Beach
Elliott,Winter,Friday,Nice,No,No,No,1/1/2000 17:00,1/1/2000 23:40,Saloon
Elliott,Winter,Friday,Nice,No,No,No,1/1/2000 23:40,1/2/2000 0:00,Home
Elliott,Winter,Saturday,Nice,Yes,No,No,1/1/2000 6:00,1/1/2000 11:30,Home
Elliott,Winter,Saturday,Nice,Yes,No,No,1/1/2000 11:30,1/1/2000 18:00,Cindersap Forest
Elliott,Winter,Saturday,Nice,Yes,No,No,1/1/2000 18:00,1/2/2000 0:00,Home
Elliott,Winter,Saturday,Nice,No,Yes,No,1/1/2000 6:00,1/1/2000 11:30,Home
Elliott,Winter,Saturday,Nice,No,Yes,No,1/1/2000 11:30,1/1/2000 18:00,Cindersap Forest
Elliott,Winter,Saturday,Nice,No,Yes,No,1/1/2000 18:00,1/2/2000 0:00,Home
Elliott,Winter,Saturday,Nice,Yes,Yes,No,1/1/2000 6:00,1/1/2000 11:30,Home
Elliott,Winter,Saturday,Nice,Yes,Yes,No,1/1/2000 11:30,1/1/2000 18:00,Cindersap Forest
Elliott,Winter,Saturday,Nice,Yes,Yes,No,1/1/2000 18:00,1/2/2000 0:00,Home
Elliott,Winter,Saturday,Nice,No,No,No,1/1/2000 6:00,1/1/2000 11:30,Home
Elliott,Winter,Saturday,Nice,No,No,No,1/1/2000 11:30,1/1/2000 18:00,Cindersap Forest
Elliott,Winter,Saturday,Nice,No,No,No,1/1/2000 18:00,1/2/2000 0:00,Home
Elliott,Winter,Sunday,Nice,No,Yes,No,1/1/2000 6:00,1/1/2000 11:30,Home
Elliott,Winter,Sunday,Nice,No,Yes,No,1/1/2000 11:30,1/1/2000 18:00,Cindersap Forest
Elliott,Winter,Sunday,Nice,No,Yes,No,1/1/2000 18:00,1/2/2000 0:00,Home
Elliott,Winter,Sunday,Nice,Yes,Yes,No,1/1/2000 6:00,1/1/2000 11:30,Home
Elliott,Winter,Sunday,Nice,Yes,Yes,No,1/1/2000 11:30,1/1/2000 18:00,Cindersap Forest
Elliott,Winter,Sunday,Nice,Yes,Yes,No,1/1/2000 18:00,1/2/2000 0:00,Home
Elliott,Winter,Sunday,Nice,Yes,No,No,1/1/2000 6:00,1/1/2000 11:00,Home
Elliott,Winter,Sunday,Nice,Yes,No,No,1/1/2000 11:00,1/1/2000 17:00,Beach
Elliott,Winter,Sunday,Nice,Yes,No,No,1/1/2000 17:00,1/1/2000 23:40,Saloon
Elliott,Winter,Sunday,Nice,Yes,No,No,1/1/2000 23:40,1/2/2000 0:00,Home
Elliott,Winter,Sunday,Nice,No,No,No,1/1/2000 6:00,1/1/2000 11:00,Home
Elliott,Winter,Sunday,Nice,No,No,No,1/1/2000 11:00,1/1/2000 17:00,Beach
Elliott,Winter,Sunday,Nice,No,No,No,1/1/2000 17:00,1/1/2000 23:40,Saloon
Elliott,Winter,Sunday,Nice,No,No,No,1/1/2000 23:40,1/2/2000 0:00,Home
Elliott,Spring,Monday,Nice,Yes,Yes,Yes,1/1/2000 6:00,1/1/2000 8:30,Home
Elliott,Spring,Monday,Nice,Yes,Yes,Yes,1/1/2000 8:30,1/1/2000 17:00,Beach
Elliott,Spring,Monday,Nice,Yes,Yes,Yes,1/1/2000 17:00,1/2/2000 0:00,Home
Elliott,Spring,Monday,Nice,No,No,Yes,1/1/2000 6:00,1/1/2000 8:30,Home
Elliott,Spring,Monday,Nice,No,No,Yes,1/1/2000 8:30,1/1/2000 17:00,Beach
Elliott,Spring,Monday,Nice,No,No,Yes,1/1/2000 17:00,1/2/2000 0:00,Home
Elliott,Spring,Monday,Nice,Yes,No,Yes,1/1/2000 6:00,1/1/2000 8:30,Home
Elliott,Spring,Monday,Nice,Yes,No,Yes,1/1/2000 8:30,1/1/2000 17:00,Beach
Elliott,Spring,Monday,Nice,Yes,No,Yes,1/1/2000 17:00,1/2/2000 0:00,Home
Elliott,Spring,Monday,Nice,No,Yes,Yes,1/1/2000 6:00,1/1/2000 8:30,Home
Elliott,Spring,Monday,Nice,No,Yes,Yes,1/1/2000 8:30,1/1/2000 17:00,Beach
Elliott,Spring,Monday,Nice,No,Yes,Yes,1/1/2000 17:00,1/2/2000 0:00,Home
Elliott,Spring,Tuesday,Nice,Yes,Yes,Yes,1/1/2000 6:00,1/1/2000 8:30,Home
Elliott,Spring,Tuesday,Nice,Yes,Yes,Yes,1/1/2000 8:30,1/1/2000 17:00,Beach
Elliott,Spring,Tuesday,Nice,Yes,Yes,Yes,1/1/2000 17:00,1/2/2000 0:00,Home
Elliott,Spring,Tuesday,Nice,No,No,Yes,1/1/2000 6:00,1/1/2000 8:30,Home
Elliott,Spring,Tuesday,Nice,No,No,Yes,1/1/2000 8:30,1/1/2000 17:00,Beach
Elliott,Spring,Tuesday,Nice,No,No,Yes,1/1/2000 17:00,1/2/2000 0:00,Home
Elliott,Spring,Tuesday,Nice,Yes,No,Yes,1/1/2000 6:00,1/1/2000 8:30,Home
Elliott,Spring,Tuesday,Nice,Yes,No,Yes,1/1/2000 8:30,1/1/2000 17:00,Beach
Elliott,Spring,Tuesday,Nice,Yes,No,Yes,1/1/2000 17:00,1/2/2000 0:00,Home
Elliott,Spring,Tuesday,Nice,No,Yes,Yes,1/1/2000 6:00,1/1/2000 8:30,Home
Elliott,Spring,Tuesday,Nice,No,Yes,Yes,1/1/2000 8:30,1/1/2000 17:00,Beach
Elliott,Spring,Tuesday,Nice,No,Yes,Yes,1/1/2000 17:00,1/2/2000 0:00,Home
Elliott,Spring,Wednesday,Nice,Yes,Yes,Yes,1/1/2000 6:00,1/1/2000 8:30,Home
Elliott,Spring,Wednesday,Nice,Yes,Yes,Yes,1/1/2000 8:30,1/1/2000 17:00,Beach
Elliott,Spring,Wednesday,Nice,Yes,Yes,Yes,1/1/2000 17:00,1/2/2000 0:00,Home
Elliott,Spring,Wednesday,Nice,No,No,Yes,1/1/2000 6:00,1/1/2000 8:30,Home
Elliott,Spring,Wednesday,Nice,No,No,Yes,1/1/2000 8:30,1/1/2000 17:00,Beach
Elliott,Spring,Wednesday,Nice,No,No,Yes,1/1/2000 17:00,1/2/2000 0:00,Home
Elliott,Spring,Wednesday,Nice,Yes,No,Yes,1/1/2000 6:00,1/1/2000 8:30,Home
Elliott,Spring,Wednesday,Nice,Yes,No,Yes,1/1/2000 8:30,1/1/2000 17:00,Beach
Elliott,Spring,Wednesday,Nice,Yes,No,Yes,1/1/2000 17:00,1/2/2000 0:00,Home
Elliott,Spring,Wednesday,Nice,No,Yes,Yes,1/1/2000 6:00,1/1/2000 8:30,Home
Elliott,Spring,Wednesday,Nice,No,Yes,Yes,1/1/2000 8:30,1/1/2000 17:00,Beach
Elliott,Spring,Wednesday,Nice,No,Yes,Yes,1/1/2000 17:00,1/2/2000 0:00,Home
Elliott,Spring,Thursday,Nice,Yes,Yes,Yes,1/1/2000 6:00,1/1/2000 8:30,Home
Elliott,Spring,Thursday,Nice,Yes,Yes,Yes,1/1/2000 8:30,1/1/2000 17:00,Beach
Elliott,Spring,Thursday,Nice,Yes,Yes,Yes,1/1/2000 17:00,1/2/2000 0:00,Home
Elliott,Spring,Thursday,Nice,No,No,Yes,1/1/2000 6:00,1/1/2000 8:30,Home
Elliott,Spring,Thursday,Nice,No,No,Yes,1/1/2000 8:30,1/1/2000 17:00,Beach
Elliott,Spring,Thursday,Nice,No,No,Yes,1/1/2000 17:00,1/2/2000 0:00,Home
Elliott,Spring,Thursday,Nice,Yes,No,Yes,1/1/2000 6:00,1/1/2000 8:30,Home
Elliott,Spring,Thursday,Nice,Yes,No,Yes,1/1/2000 8:30,1/1/2000 17:00,Beach
Elliott,Spring,Thursday,Nice,Yes,No,Yes,1/1/2000 17:00,1/2/2000 0:00,Home
Elliott,Spring,Thursday,Nice,No,Yes,Yes,1/1/2000 6:00,1/1/2000 8:30,Home
Elliott,Spring,Thursday,Nice,No,Yes,Yes,1/1/2000 8:30,1/1/2000 17:00,Beach
Elliott,Spring,Thursday,Nice,No,Yes,Yes,1/1/2000 17:00,1/2/2000 0:00,Home
Elliott,Spring,Friday,Nice,Yes,Yes,Yes,1/1/2000 6:00,1/1/2000 8:30,Home
Elliott,Spring,Friday,Nice,Yes,Yes,Yes,1/1/2000 8:30,1/1/2000 17:00,Beach
Elliott,Spring,Friday,Nice,Yes,Yes,Yes,1/1/2000 17:00,1/2/2000 0:00,Home
Elliott,Spring,Friday,Nice,No,No,Yes,1/1/2000 6:00,1/1/2000 8:30,Home
Elliott,Spring,Friday,Nice,No,No,Yes,1/1/2000 8:30,1/1/2000 17:00,Beach
Elliott,Spring,Friday,Nice,No,No,Yes,1/1/2000 17:00,1/2/2000 0:00,Home
Elliott,Spring,Friday,Nice,Yes,No,Yes,1/1/2000 6:00,1/1/2000 8:30,Home
Elliott,Spring,Friday,Nice,Yes,No,Yes,1/1/2000 8:30,1/1/2000 17:00,Beach
Elliott,Spring,Friday,Nice,Yes,No,Yes,1/1/2000 17:00,1/2/2000 0:00,Home
Elliott,Spring,Friday,Nice,No,Yes,Yes,1/1/2000 6:00,1/1/2000 8:30,Home
Elliott,Spring,Friday,Nice,No,Yes,Yes,1/1/2000 8:30,1/1/2000 17:00,Beach
Elliott,Spring,Friday,Nice,No,Yes,Yes,1/1/2000 17:00,1/2/2000 0:00,Home
Elliott,Spring,Saturday,Nice,Yes,Yes,Yes,1/1/2000 6:00,1/1/2000 8:30,Home
Elliott,Spring,Saturday,Nice,Yes,Yes,Yes,1/1/2000 8:30,1/1/2000 17:00,Beach
Elliott,Spring,Saturday,Nice,Yes,Yes,Yes,1/1/2000 17:00,1/2/2000 0:00,Home
Elliott,Spring,Saturday,Nice,No,No,Yes,1/1/2000 6:00,1/1/2000 8:30,Home
Elliott,Spring,Saturday,Nice,No,No,Yes,1/1/2000 8:30,1/1/2000 17:00,Beach
Elliott,Spring,Saturday,Nice,No,No,Yes,1/1/2000 17:00,1/2/2000 0:00,Home
Elliott,Spring,Saturday,Nice,Yes,No,Yes,1/1/2000 6:00,1/1/2000 8:30,Home
Elliott,Spring,Saturday,Nice,Yes,No,Yes,1/1/2000 8:30,1/1/2000 17:00,Beach
Elliott,Spring,Saturday,Nice,Yes,No,Yes,1/1/2000 17:00,1/2/2000 0:00,Home
Elliott,Spring,Saturday,Nice,No,Yes,Yes,1/1/2000 6:00,1/1/2000 8:30,Home
Elliott,Spring,Saturday,Nice,No,Yes,Yes,1/1/2000 8:30,1/1/2000 17:00,Beach
Elliott,Spring,Saturday,Nice,No,Yes,Yes,1/1/2000 17:00,1/2/2000 0:00,Home
Elliott,Spring,Sunday,Nice,Yes,Yes,Yes,1/1/2000 6:00,1/1/2000 8:30,Home
Elliott,Spring,Sunday,Nice,Yes,Yes,Yes,1/1/2000 8:30,1/1/2000 17:00,Beach
Elliott,Spring,Sunday,Nice,Yes,Yes,Yes,1/1/2000 17:00,1/2/2000 0:00,Home
Elliott,Spring,Sunday,Nice,No,No,Yes,1/1/2000 6:00,1/1/2000 8:30,Home
Elliott,Spring,Sunday,Nice,No,No,Yes,1/1/2000 8:30,1/1/2000 17:00,Beach
Elliott,Spring,Sunday,Nice,No,No,Yes,1/1/2000 17:00,1/2/2000 0:00,Home
Elliott,Spring,Sunday,Nice,Yes,No,Yes,1/1/2000 6:00,1/1/2000 8:30,Home
Elliott,Spring,Sunday,Nice,Yes,No,Yes,1/1/2000 8:30,1/1/2000 17:00,Beach
Elliott,Spring,Sunday,Nice,Yes,No,Yes,1/1/2000 17:00,1/2/2000 0:00,Home
Elliott,Spring,Sunday,Nice,No,Yes,Yes,1/1/2000 6:00,1/1/2000 8:30,Home
Elliott,Spring,Sunday,Nice,No,Yes,Yes,1/1/2000 8:30,1/1/2000 17:00,Beach
Elliott,Spring,Sunday,Nice,No,Yes,Yes,1/1/2000 17:00,1/2/2000 0:00,Home
Elliott,Spring,Monday,Raining,Yes,No,No,1/1/2000 6:00,1/2/2000 0:00,Home
Elliott,Spring,Monday,Raining,No,Yes,No,1/1/2000 6:00,1/2/2000 0:00,Home
Elliott,Spring,Monday,Raining,Yes,Yes,No,1/1/2000 6:00,1/2/2000 0:00,Home
Elliott,Spring,Monday,Raining,No,No,No,1/1/2000 6:00,1/2/2000 0:00,Home
Elliott,Spring,Tuesday,Raining,Yes,No,No,1/1/2000 6:00,1/2/2000 0:00,Home
Elliott,Spring,Tuesday,Raining,No,Yes,No,1/1/2000 6:00,1/2/2000 0:00,Home
Elliott,Spring,Tuesday,Raining,Yes,Yes,No,1/1/2000 6:00,1/2/2000 0:00,Home
Elliott,Spring,Tuesday,Raining,No,No,No,1/1/2000 6:00,1/2/2000 0:00,Home
Elliott,Spring,Wednesday,Raining,Yes,No,No,1/1/2000 6:00,1/2/2000 0:00,Home
Elliott,Spring,Wednesday,Raining,No,Yes,No,1/1/2000 6:00,1/2/2000 0:00,Home
Elliott,Spring,Wednesday,Raining,Yes,Yes,No,1/1/2000 6:00,1/2/2000 0:00,Home
Elliott,Spring,Wednesday,Raining,No,No,No,1/1/2000 6:00,1/2/2000 0:00,Home
Elliott,Spring,Thursday,Raining,Yes,No,No,1/1/2000 6:00,1/2/2000 0:00,Home
Elliott,Spring,Thursday,Raining,No,Yes,No,1/1/2000 6:00,1/2/2000 0:00,Home
Elliott,Spring,Thursday,Raining,Yes,Yes,No,1/1/2000 6:00,1/2/2000 0:00,Home
